thread_id,inbound_text,outbound_text,provisional_intent,true_intent,good_reply_notes,true_action
amz_thread_0206,"@115821 u just lost a prime member of many years. Not only did u mess up 3 consec orders, u refuse to make good on them.",@118079 I'm sorry! We'd love to help where we can. Please give us more details without sharing personal account information. ^LM,Other,Other,"Apologize for the repeated problems and acknowledge the customer's frustration. Ask for more details about the three affected orders without requesting personal account information, so the issues can be investigated",ESCALATE
amz_thread_0113,"@AmazonHelp No, I can't check. It shows nothing. And customer service rep was NO help.","@116915 If you would like to contact our support team via phone, please give us a call so we can review these details with you: 1-866-216-1072. ^WM",Other,Other,"@AmazonHelp I'm sorry for the trouble. If you’d like to contact our support team via phone, please call us so we can review these details with you: 1-866-216-1072. ^WM
",ESCALATE
amz_thread_0018,"@AmazonHelp Already handled, just venting. It was a pretty big bummer.",@115839 Let us know if there’s anything else we can do for you! We're happy to help out any way we can! ^FR,Other,Other,"@AmazonHelp I'm sorry for the trouble. If you’d like to contact our support team via phone, please call us so we can review these details with you: 1-866-216-1072. ^WM
",ESCALATE
amz_thread_0210,"Uhh... my 10 y/o just asked Alexa to play Halloween music. First song opening lyric: ""yippee kiyay motherfucker."" Wtf @116935??",@118080 Yikes! We'd like to take a closer look into this. Please reach out with more information here: https://t.co/6Z7czEwEfV ^DG,Other,Other,"Apologize for the repeated problems and acknowledge the customer's frustration. Ask for more details about the three affected orders without requesting personal account information, so the issues can be investigated",ESCALATE
amz_thread_0273,@AmazonHelp For the third time. I HAVE NO RECENT E-MAIL FROM YOUR SOCIAL MEDIA TEAM.,"@118701 Sorry for the trouble, Manak. Please resubmit the details here: https://t.co/GIJyeYqKE0 and we'll have this checked. ^KA",Other,Other,"Sorry for the trouble, Manak. Please resubmit the details here: https://t.co/GIJyeYqKE0 and we'll have this checked. ^KA
",ESCALATE
amz_thread_0159,@AmazonHelp Had a package scheduled for delivery today and it didn’t come I’m not happy,@117636 I'm sorry your shipment hasn't arrived; what is the latest status on the order: https://t.co/Y5jpI9gRhE? ^LR,Delivery Tracking,Other,"Sorry for the trouble, Manak. Please resubmit the details here: https://t.co/GIJyeYqKE0 and we'll have this checked. ^KA
",ESCALATE
amz_thread_0041,@AmazonHelp Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(,"@116088 We'd like to see what we can do to help. What date did you place the order on, and which version did you order? ^MB",Other,Other,Apologize for the missing beta access and other promised or expected bonus content. Ask for the order date and the specific product/version purchased so eligibility and the missing content can be investigated,ESCALATE
amz_thread_0229,"@AmazonHelp So much of the programming has changed on Prime. Blues Clues was free, now it's not. Still constantly having problems with my Fire Stick.","@118091 What kind of problems are you having with your Fire Stick, Mildred? ^VB",Other,Other,"@AmazonHelp What kind of problems are you having with your Fire Stick, Mildred? ^VB
",ESCALATE
amz_thread_0246,@AmazonHelp Many times..Always got them saying well deliver it by deadline...I hate your service now,@118356 Sorry about the delay with the order. Please share your details here: https://t.co/GIJyeYqKE0 and we'll check this. ^KA,Delivery Tracking,Other,"@AmazonHelp What kind of problems are you having with your Fire Stick, Mildred? ^VB
",ESCALATE
amz_thread_0190,"@AmazonHelp I have a package that is showing as delivered last Friday, however it has not been and there is no note. Thanks",@117870 I'm sorry for any concern this causes! We'd like a chance to look into this with you by phone or chat here: https://t.co/JzP7hlA23B ^WT,Delivery Tracking,Delivery Tracking,: Apologize for the concern and acknowledge that the package shows as delivered but was not received. Ask the customer to contact Amazon via phone or chat so the delivery can be investigated,ESCALATE
amz_thread_0138,"@AmazonHelp Will do in morning. By the way, I’ve complained about this same issue 3 times and twice before directly to carrier.","@117198 When you have a moment, please phone us here: https://t.co/hApLpMlfHN ^RR",Other,Other,"Sorry for the repeated trouble. When you have a moment, please phone us here: https://t.co/hApLpMlfHN so we can review this further with you. ^RR
",ESCALATE
amz_thread_0009,@AmazonHelp Hi ready for some help,@115834 Were you able to reach us at the link DW provided? ^TR,Other,Other,"Sorry for the repeated trouble. When you have a moment, please phone us here: https://t.co/hApLpMlfHN so we can review this further with you. ^RR
",ESCALATE
amz_thread_0038,"I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away.",@116087 I'm sorry for the long wait; what is your current order status showing when you review it: https://t.co/Y5jpI9gRhE? ^WM,Delivery Tracking,Delivery Tracking,: Apologize for the concern and acknowledge that the package shows as delivered but was not received. Ask the customer to contact Amazon via phone or chat so the delivery can be investigated,ESCALATE
amz_thread_0010,@AmazonHelp Is the Echo Show no longer supported?,"@115834 The Echo Show is supported, please reach us for some live troubleshooting at your convenience: https://t.co/hApLpMlfHN ^DW",Other,Other,"The Echo Show is supported, please reach us for some live troubleshooting at your convenience: https://t.co/hApLpMlfHN ^DW
",AUTO_HANDLE
amz_thread_0174,@AmazonHelp I already chatted with help and am still not convinced i'll get the right item because clearly the warehouse workers can't read.,@117793 Please keep us posted if a replacement was provided. We want to ensure you receive the correct phone case. ^EZ,Damaged/Wrong Item,Other,"The Echo Show is supported, please reach us for some live troubleshooting at your convenience: https://t.co/hApLpMlfHN ^DW
",AUTO_HANDLE
amz_thread_0085,"@AmazonHelp Mac book pro, with Chrome",@116617 In this case please contact my colleagues via: https://t.co/LFLW8z8jr2 They will help you! Regards ^DW,Other,Other,Apologize for the missing beta access and other promised or expected bonus content. Ask for the order date and the specific product/version purchased so eligibility and the missing content can be investigated,ESCALATE
amz_thread_0135,"I lost my signal while searching something in @115821 and since the page didn't load, this shows up...I am not even mad. #DogsForLife https://t.co/QhdOmksrrY","@117091 We know not having service is ruff, but dogs make everything better! 🐶 ^HM",Other,Other,"@AmazonHelp We know not having service is ruff, but dogs make everything better! 🐶 ^HM
",ESCALATE
amz_thread_0244,@116090 don't promise a 1 day shipping with a GUARANTEED 8pm delivery when you can't keep it,@118233 Oh no! Have we missed the estimated delivery date showing in your order confirmation e-mail? We're here to help! ^ML,Delivery Tracking,Other,"@AmazonHelp We know not having service is ruff, but dogs make everything better! 🐶 ^HM
",ESCALATE
amz_thread_0077,@115830 Why do you say that an article is eligible for free delivery then offer nothing but standard option at £4.75?,@116610 Is everything in your basket eligible? You can find more info here: https://t.co/d1x19RiAXm Let us know if this helps! ^EB,Other,Delivery Tracking,"Ask the customer to confirm that every item in the basket is eligible for free delivery, since eligibility can depend on the items and basket. Provide information on free-delivery eligibility and offer further help if the issue persists",AUTO_HANDLE
amz_thread_0055,"@AmazonHelp Hi, I ordered an item on 18 Oct which said it would be delivered by 20 Oct and I still haven't received it. Can you help? Thanks",@116314 I'm sorry you haven't received it yet! Have you had an e-mail regarding the order? Please check junk/spam and let us know! ^TG,Delivery Tracking,Delivery Tracking,Sorry your order hasn’t arrived by the expected delivery date. Please share the order/tracking details so we can check the latest delivery status and help with the next steps.,AUTO_HANDLE
amz_thread_0283,"@AmazonHelp After getting a confirmation that it will be delivered post 7 pm, i have got an email at 1:30 in the afternoon that i was not available !",@118701 We're following up on this. We'll check this and update you. ^SG,Delivery Tracking,Delivery Tracking,Sorry your order hasn’t arrived by the expected delivery date. Please share the order/tracking details so we can check the latest delivery status and help with the next steps.,AUTO_HANDLE
amz_thread_0209,"@AmazonHelp They did not. The wrinkle is, I board a plane for the U.K. In the am and these items were part of the attire for the wedding im in.","@118079 Hey, Mike! Were the other late items also shipped via USPS? You can check here: https://t.co/Y5jpI9gRhE ^LA",Delivery Tracking,Delivery Tracking,"Ask the customer to confirm that every item in the basket is eligible for free delivery, since eligibility can depend on the items and basket. Provide information on free-delivery eligibility and offer further help if the issue persists",AUTO_HANDLE
amz_thread_0270,@AmazonHelp I had replied almost as soon as you posted about the email and sent it. I want to know what action has been taken on my complaint.,"@118701 our team. Please check and reply, we'll get back. You may check the email here: https://t.co/NTkrxpsbHJ (2/2) ^KA",Other,Other,We understand that you’ve already responded and provided the requested email details. We’re sorry for the delay in updating you. Please allow us to verify the status of your complaint and confirm what action has been taken.,ESCALATE
amz_thread_0067,the @amazonhelp queue is clueless on Amazon Household,"@116322 I'm sorry for the frustration! Without giving account/personal details, can you please provide us with more info? ^AC",Other,Other,We understand that you’ve already responded and provided the requested email details. We’re sorry for the delay in updating you. Please allow us to verify the status of your complaint and confirm what action has been taken.,ESCALATE
amz_thread_0274,"@AmazonHelp Submitted, for the third time for the same issue.",@118701 Thanks for submitting the details. We've received your details and we'll reach out to you soon. ^GK,Other,Other,Acknowledge that the customer has submitted the same issue for the third time and apologize for the repeated inconvenience. Confirm that the details have been received and that the case needs further follow-up rather than asking the customer to resubmit again,ESCALATE
amz_thread_0185,@AmazonHelp if thats the case because if I pay for overnight shipping/delivery i expect to get what I paid for.,@117801 I'm sorry for the wait! One-Day shipping refers to transit time in business days once an order's shipped! (1/2),Delivery Tracking,Delivery Tracking,"We understand your frustration, especially since you paid extra for overnight delivery. We’ll review the shipment status and delivery timeline to determine what caused the delay. We’ll also help with the appropriate next steps regarding your delivery.",ESCALATE
amz_thread_0120,@AmazonHelp I’m looking to reroute all my packages (except 1) to a nearby Amazon locker. I’ll DM you now :),@116923 Thanks for the information. We've responded to your DM. ^GG,Delivery Tracking,Delivery Tracking,"We understand your frustration, especially since you paid extra for overnight delivery. We’ll review the shipment status and delivery timeline to determine what caused the delay. We’ll also help with the appropriate next steps regarding your delivery.",ESCALATE
amz_thread_0050,@AmazonHelp that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC,@116094 I'm so sorry! We'd like to make sure this is addressed. Please provide some details here: https://t.co/KctVgMFvbp (1/2),Delivery Tracking,Delivery Tracking,Apologize and acknowledge that the delivery location shown is not the customer's apartment. Request the necessary order details through Amazon's support channel so the delivery location and package status can be investigated,ESCALATE
amz_thread_0088,@115830 you pay for prime expecting next day delivery. Then receive 2 emails half hr apart 'failed delivery' but your sitting at home 😡,"@116619 I'm sorry your parcel wasn't delivered. Please reach us here: https://t.co/XRh1cqD2lT, so we can look into this with you. ^MO",Delivery Tracking,Delivery Tracking,"We’re sorry for the frustration, especially when you were home and available to receive the package. We’ll review the delivery attempt details and check why it was marked as failed. We’ll help ensure the issue is addressed and provide the next steps for your delivery.",ESCALATE
amz_thread_0153,"@AmazonHelp I got it sorted out, after multiple phone calls and failed chat sessions (those were horrible btw)","@117631 Thanks for the update! I'm sorry about the order issues and your inconvenience, but glad that everything has been resolved. ^SE",Other,Delivery Tracking,"We’re sorry for the frustration, especially when you were home and available to receive the package. We’ll review the delivery attempt details and check why it was marked as failed. We’ll help ensure the issue is addressed and provide the next steps for your delivery.",ESCALATE
amz_thread_0260,"@AmazonHelp I have replied to it many and still have not received any response, sending you a legal notification for closing this fraud business",@118505 Sorry for the trouble you've had. Kindly reply to the email you've received from our team &amp; we'll look into this further.^MM,Other,Delivery Tracking,Apologize and acknowledge that the delivery location shown is not the customer's apartment. Request the necessary order details through Amazon's support channel so the delivery location and package status can be investigated,ESCALATE
amz_thread_0266,@AmazonHelp Can you please update over this quickly,"@118505 We've sent a correspondence to your registered email address, request you to check the same. ^SH",Other,Other,We understand that you’re looking for a quick update. We’ll review the latest status and make sure the relevant information is provided to you as soon as possible. Thank you for your patience.,AUTO_HANDLE
amz_thread_0001,Way to drop the ball on customer service @115821 so pissed right now!,"@115820 I'm sorry we've let you down! Without providing any personal information, will you describe the issue? We'd love to help. ^TN",Other,Other,We understand that you’re looking for a quick update. We’ll review the latest status and make sure the relevant information is provided to you as soon as possible. Thank you for your patience.,AUTO_HANDLE
amz_thread_0183,Please explain this @AmazonHelp https://t.co/VJ4d1ii4PH,@117800 I'm sorry it hasn't arrived! We strive to meet the delivery date in your confirmation e-mail. Have we missed that date? ^MO,Other,Delivery Tracking,Apologize for the issue and acknowledge the customer is asking for an explanation of the linked information. Ask whether the promised delivery date in the order confirmation has already passed so the delivery status can be investigated,ESCALATE
amz_thread_0150,@115850 pls investigate ur satara (Maharashtra) amzn staff or ur reputation is doomed in the region in long term.,@117088 Request you to please fill in the details in the link provided earlier and we'll look into this. ^MK,Other,Other,We’re sorry to hear about your experience and understand your concern regarding the service in Satara. We take feedback about our local operations seriously and will ensure the concern is reviewed by the appropriate team. Thank you for bringing this to our attention.,ESCALATE
amz_thread_0087,"@AmazonHelp I need to change the language of my account to be able to get support, which I don't have the time to do, there's any other way to contact?",@116617 Changing language is just a simple click: https://t.co/CXXk5VglR4 You can reach our support here: https://t.co/aAfOxTGpe1 ^UK,Other,Other,We’re sorry to hear about your experience and understand your concern regarding the service in Satara. We take feedback about our local operations seriously and will ensure the concern is reviewed by the appropriate team. Thank you for bringing this to our attention.,ESCALATE
amz_thread_0057,"@116316 Hi. How can I restrict results to German language books, while searching titles on amazon.de?","@116315 Hi, just a question at the beginning - do you prefer answers in German or English? ^NW",Other,Other,"Explain how to restrict book search results to German-language books, such as using the language filter in the Books search results or refining the search with German-language terms. Clarify that the customer is asking about search functionality, not delivery or an order issue",AUTO_HANDLE
amz_thread_0128,@AmazonHelp But why has every item got 3+ days processing time when it's usually next day,@116936 Some deliveries may take slightly longer than usual. You can read more information on here: https://t.co/VrNzEOwawt ^KI,Delivery Tracking,Other,"We understand your concern, especially since you’re used to receiving many items the next day. A longer processing time can affect the expected delivery date, and we’re sorry for the inconvenience. We’ll review the delivery timelines and help clarify what may be causing the delay.",AUTO_HANDLE
amz_thread_0290,"@115821 WTF! Called them again and again, the call was dropped after 5 seconds of talking to someone. This is my 4th call for product NOT delivered",@118709 Was any information provided to you in the phone conversation? Who was the carrier as listed here: https://t.co/Y5jpI9gRhE ^CH,Delivery Tracking,Other,"We understand your concern, especially since you’re used to receiving many items the next day. A longer processing time can affect the expected delivery date, and we’re sorry for the inconvenience. We’ll review the delivery timelines and help clarify what may be causing the delay.",AUTO_HANDLE
amz_thread_0184,@AmazonHelp if thats the case because if I pay for overnight shipping/delivery i expect to get what I paid for.,"@117801 (2/2) If we’ve missed the date in our order confirmation e-mail, please let us know here: https://t.co/hApLpMlfHN! ^WT",Delivery Tracking,Other,"Explain how to restrict book search results to German-language books, such as using the language filter in the Books search results or refining the search with German-language terms. Clarify that the customer is asking about search functionality, not delivery or an order issue",AUTO_HANDLE
amz_thread_0224,@AmazonHelp isn't prime two day shipping supposed to be guaranteed? what happens when its late?,@118088 I'm sorry you haven't received your order yet! Have we missed the delivery date confirmed via e-mail: https://t.co/CTNCjpcgOm? ^GM,Delivery Tracking,Delivery Tracking,We understand your concern about the promised two-day delivery and apologize if your order is arriving late. We’ll review the order’s delivery commitment and current status to determine what happened. We’ll also provide the appropriate next steps regarding the delayed delivery.,ESCALATE
amz_thread_0133,I go to watch #thebay and episode 7 &amp; 8 aren’t there??? 😭 @117090 @AmazonHelp,"@117089 I'm sorry, I see we do have both episodes available. Can you let us know which device you are streaming this on? ^EB",Other,Delivery Tracking,We understand your concern about the promised two-day delivery and apologize if your order is arriving late. We’ll review the order’s delivery commitment and current status to determine what happened. We’ll also provide the appropriate next steps regarding the delayed delivery.,ESCALATE
amz_thread_0296,@115830 you have a problem in your website =D https://t.co/4eTPnxNN4q,@118830 Thanks for bringing this to our attention. I've escalated this to our website team. ^SJ,Other,Delivery Tracking,Apologize for the issue and acknowledge the customer is asking for an explanation of the linked information. Ask whether the promised delivery date in the order confirmation has already passed so the delivery status can be investigated,ESCALATE
amz_thread_0293,"Got @115821 Prime, @916 won't leave package at the door. Rode my bike across the city to up my package. #homedelivery","@118827 I'm sorry this happened, Davis! Please provide carrier feedback here about this order: https://t.co/pXnlwBDrQ6 ^SH",Delivery Tracking,Delivery Tracking,"We’re sorry you had to travel across the city to collect your package. We understand that this was frustrating, especially when you expected home delivery. We’ll review the delivery experience and ensure the carrier-related concern is addressed appropriately.",ESCALATE
amz_thread_0094,"@AmazonHelp how is Amazon going to solve this? By mail, text, call, customer phone service, no one is able to help me https://t.co/jhzCjY2bOw",@116849 We want our team to investigate this further with you. Please reach out to us using the secure link: https://t.co/m1LX91jiEQ,Other,Delivery Tracking,"We’re sorry you had to travel across the city to collect your package. We understand that this was frustrating, especially when you expected home delivery. We’ll review the delivery experience and ensure the carrier-related concern is addressed appropriately.",ESCALATE
amz_thread_0172,@115833 please teach Alexa slang. I've been trying to play Momentz by gorillaz for the last 30 minutes.,@117792 We are always looking for ways to improve! You can provide your feedback to our developers here: https://t.co/XD4MGgu8XV ^EA,Other,Other,Acknowledge the difficulty with Alexa understanding the requested song and explain that feedback about slang and voice recognition can help improve Alexa. Direct the customer to the appropriate feedback channel,AUTO_HANDLE
amz_thread_0114,WHERES MY PC CASE AMAZON. Are loss memes organic.,@116916 I'm sorry you have received your item! Can you please tell us the intended delivery date stated in your order confirmation e-mail? ^AC,Delivery Tracking,Delivery Tracking,We’re sorry you’re still waiting for your PC case. We’ll check the latest shipment status and expected delivery date for your order. Please share the order or tracking details so we can help with the next steps.,AUTO_HANDLE
amz_thread_0108,Amazon delivery guy refused to give the police his ID and suddenly started sounding like an attorney. Good grief,"@116913 We'd like to make sure this is addressed, Eric. Would you tell us more about what happened? ^AM",Other,Delivery Tracking,We’re sorry you’re still waiting for your PC case. We’ll check the latest shipment status and expected delivery date for your order. Please share the order or tracking details so we can help with the next steps.,AUTO_HANDLE
amz_thread_0016,"@AmazonHelp I don't want a form to fill out that logs a response no one reads. I want to prevent AMZL from touching my stuff. Possible, or no?","@115838 Is there a current order you're having difficulties with? Please let us know, we'd like to help! ^KL",Delivery Tracking,Other,Acknowledge the difficulty with Alexa understanding the requested song and explain that feedback about slang and voice recognition can help improve Alexa. Direct the customer to the appropriate feedback channel,AUTO_HANDLE
amz_thread_0205,Hey @115821 What’s the point of preordering a game if I don’t get it until 5 days after release?,@118078 I'm sorry for the frustration! Did you select Release-Date Delivery at checkout? ^AC,Delivery Tracking,Delivery Tracking,"We understand your frustration, especially after preordering the game with the expectation of receiving it around release. We’ll review the order details and delivery commitment to understand why it was delayed. We’ll help clarify the status and available next steps.",ESCALATE
amz_thread_0175,I was incredibly disappointed with my customer service call w @117795 after my order was 2x delayed and lost.,@117794 I'm sorry for the bad experience! What options did we offer on the phone? ^TN,Delivery Tracking,Delivery Tracking,"We understand your frustration, especially after preordering the game with the expectation of receiving it around release. We’ll review the order details and delivery commitment to understand why it was delayed. We’ll help clarify the status and available next steps.",ESCALATE
amz_thread_0024,@AmazonHelp Already contacted 3-4 times in the last month. But all I got was assurance that matter is escalated &amp; new status will be provided in 1 day!,@115849 Please share your details here:https://t.co/GIJyeYqKE0 and I'll get back to you. 2/2 ^HD,Other,Other,Apologize for the repeated delays and acknowledge that the customer has already contacted support multiple times without receiving the promised update. Request their details through the secure support channel so the existing escalation can be reviewed and followed up properly,ESCALATE
amz_thread_0278,@AmazonHelp Thanks. I wish the same degree of concern were shown about my complaint though.,@118701 Could you please confirm if you have replied to our email? ^MK,Other,Other,We understand your concern and apologize if your complaint has not received the attention you expected. We’ll ensure the matter is reviewed and the appropriate team follows up with you. Thank you for your patience.,ESCALATE
amz_thread_0091,"@115833, hi, I've bought an Amazon echo for for a present do they also need an Amazon alexa?",@116846 Alexa is a free download you will need to set-up your new Amazon Echo! You can learn more here: https://t.co/f8fHTB1Gs5 ^BN,Other,Other,We understand your concern and apologize if your complaint has not received the attention you expected. We’ll ensure the matter is reviewed and the appropriate team follows up with you. Thank you for your patience.,ESCALATE
amz_thread_0070,@116324 not dlvd after 1 wk. U lied 2 @AmazonHelp saying left in safe place on Fri. Yesterday u said wld be dlvd 24-48hrs. Sort this now!,@116323 I'm sorry your order hasn't arrived yet! Please let us know if you haven't received it within 48 hours. ^EB,Delivery Tracking,Delivery Tracking,Apologize for the continued delay and acknowledge that the package was previously marked as left in a safe place but still has not arrived despite the promised 24–48-hour timeframe. The order should be investigated and appropriate resolution provided,ESCALATE
amz_thread_0188,"@AmazonHelp I was on the phone for an hour; kids fire tablet not working , warranty is a lie and your agents are rude.",@117845 I'm sorry for this poor experience. We'd like to look into this. Please pass your details to us here: https://t.co/vQp02VsuI4 ^RR,Other,Other,"We’re sorry to hear about the trouble with your child’s Fire tablet and the experience you had with our support team. We understand how frustrating it is to spend so much time seeking help, especially with a warranty concern. We’ll escalate this for review and ensure the appropriate team follows up.",ESCALATE
